# Time (s)            n_hot (m**-3)       n_e (m**-3)         T_e (ev)            E_par (V/m)         v_c (v_th0)         tau               
  1.940000000000E-03  3.643131402459E+10  1.499997100615E+20  1.001688891992E+01  9.795556830701E-01  1.696095880697E+00  3.090433983704E+01
  1.945000000000E-03  3.514707310466E+10  1.499997195668E+20  1.001633523527E+01  9.797591074224E-01  1.695915201366E+00  3.099066480866E+01
  1.950000000000E-03  3.390896225859E+10  1.499997287605E+20  1.001579970255E+01  9.799605076687E-01  1.695736479379E+00  3.107698978027E+01
  1.955000000000E-03  3.271529353817E+10  1.499997376528E+20  1.001528172669E+01  9.801599039489E-01  1.695559690698E+00  3.116331475188E+01
  1.960000000000E-03  3.156444187876E+10  1.499997462535E+20  1.001478073210E+01  9.803573162031E-01  1.695384811660E+00  3.124963972349E+01
  1.965000000000E-03  3.045484271628E+10  1.499997545723E+20  1.001429616207E+01  9.805527641725E-01  1.695211818970E+00  3.133596469510E+01
  1.970000000000E-03  2.938498969593E+10  1.499997626184E+20  1.001382747812E+01  9.807462674021E-01  1.695040689690E+00  3.142228966671E+01
  1.975000000000E-03  2.835343246906E+10  1.499997704007E+20  1.001337415947E+01  9.809378452424E-01  1.694871401237E+00  3.150861463833E+01
  1.980000000000E-03  2.735877457472E+10  1.499997779279E+20  1.001293570237E+01  9.811275168513E-01  1.694703931373E+00  3.159493960994E+01
  1.985000000000E-03  2.639967140265E+10  1.499997852082E+20  1.001251161960E+01  9.813153011962E-01  1.694538258195E+00  3.168126458155E+01
  1.990000000000E-03  2.547482823450E+10  1.499997922500E+20  1.001210143992E+01  9.815012170556E-01  1.694374360134E+00  3.176758955316E+01
  1.995000000000E-03  2.458299836023E+10  1.499997990608E+20  1.001170470753E+01  9.816852830214E-01  1.694212215944E+00  3.185391452477E+01
  2.000000000000E-03  2.372298126679E+10  1.499998056484E+20  1.001132098158E+01  9.818675175002E-01  1.694051804695E+00  3.194023949639E+01
