# Time (s)            n_hot (m**-3)       n_e (m**-3)         T_e (ev)            E_par (V/m)         v_c (v_th0)         tau               
 0.000000000000e+00  1.703082304625e-24  3.000000000000e+19  7.000000000000e+03  1.000000000000e-02  0.000000000000e+00  0.000000000000e+00 
 5.000000000000e-06  4.771785890456e-06  3.393406794216e+19  6.770840542369e+03  1.985066458832e-02  0.000000000000e+00  0.000000000000e+00 
 1.000000000000e-05  8.407780999878e+00  3.773916179621e+19  6.549193825371e+03  2.960331342631e-02  0.000000000000e+00  0.000000000000e+00 
 1.500000000000e-05  1.256208832863e+04  4.141950983568e+19  6.334813552071e+03  3.925892178698e-02  0.000000000000e+00  0.000000000000e+00 
 2.000000000000e-05  1.093808400301e+06  4.497920171485e+19  6.127461500110e+03  4.881845523920e-02  0.000000000000e+00  0.000000000000e+00 
 2.500000000000e-05  2.284750691033e+07  4.842219301313e+19  5.926907256985e+03  5.828286974429e-02  0.000000000000e+00  0.000000000000e+00 
 3.000000000000e-05  2.102908818387e+08  5.175230963064e+19  5.732927964015e+03  6.765311175159e-02  0.000000000000e+00  0.000000000000e+00 
 3.500000000000e-05  1.156692599180e+09  5.497325203959e+19  5.545308068694e+03  7.693011829311e-02  0.000000000000e+00  0.000000000000e+00 
 4.000000000000e-05  4.505055841646e+09  5.808859939624e+19  5.363839085169e+03  8.611481707723e-02  0.000000000000e+00  0.000000000000e+00 
 4.500000000000e-05  1.375797809188e+10  6.110181351819e+19  5.188319362565e+03  9.520812658148e-02  0.000000000000e+00  0.000000000000e+00 
 5.000000000000e-05  3.515750786288e+10  6.401624273115e+19  5.018553860911e+03  1.042109561444e-01  0.000000000000e+00  0.000000000000e+00 
 5.500000000000e-05  7.851475137543e+10  6.683512558963e+19  4.854353934404e+03  1.131242060564e-01  0.000000000000e+00  0.000000000000e+00 
 6.000000000000e-05  1.579200161702e+11  6.956159447572e+19  4.695537121789e+03  1.219487676500e-01  0.000000000000e+00  0.000000000000e+00 
 6.500000000000e-05  2.923074773491e+11  7.219867907982e+19  4.541926943601e+03  1.306855233886e-01  0.000000000000e+00  0.000000000000e+00 
 7.000000000000e-05  5.058726396221e+11  7.474930976723e+19  4.393352706059e+03  1.393353469552e-01  0.000000000000e+00  0.000000000000e+00 
 7.500000000000e-05  8.283501317304e+11  7.721632083448e+19  4.249649311391e+03  1.478991033392e-01  0.000000000000e+00  0.000000000000e+00 
 8.000000000000e-05  1.295160323164e+12  7.960245365880e+19  4.110657074375e+03  1.563776489235e-01  0.000000000000e+00  0.000000000000e+00 
 8.500000000000e-05  1.947430907951e+12  8.191035974436e+19  3.976221544891e+03  1.647718315696e-01  0.000000000000e+00  0.000000000000e+00 
 9.000000000000e-05  2.831896751012e+12  8.414260366872e+19  3.846193336297e+03  1.730824907028e-01  0.000000000000e+00  0.000000000000e+00 
 9.500000000000e-05  4.000679178114e+12  8.630166593256e+19  3.720427959428e+03  1.813104573961e-01  0.000000000000e+00  0.000000000000e+00 
 1.000000000000e-04  5.510944887598e+12  8.838994571609e+19  3.598785662038e+03  1.894565544528e-01  0.000000000000e+00  0.000000000000e+00 
 1.050000000000e-04  7.424444743967e+12  9.040976354503e+19  3.481131273502e+03  1.975215964895e-01  0.000000000000e+00  0.000000000000e+00 
 1.100000000000e-04  9.806933698636e+12  9.236336386922e+19  3.367334054618e+03  2.055063900171e-01  0.000000000000e+00  0.000000000000e+00 
 1.150000000000e-04  1.272747475329e+13  9.425291755669e+19  3.257267552323e+03  2.134117335217e-01  0.000000000000e+00  0.000000000000e+00 
 1.200000000000e-04  1.625763202874e+13  9.608052430593e+19  3.150809459179e+03  2.212384175441e-01  0.000000000000e+00  0.000000000000e+00 
 1.250000000000e-04  2.047056044418e+13  9.784821497915e+19  3.047841477464e+03  2.289872247593e-01  0.000000000000e+00  0.000000000000e+00 
 1.300000000000e-04  2.544000209165e+13  9.955795385896e+19  2.948249187716e+03  2.366589300545e-01  0.000000000000e+00  0.000000000000e+00 
 1.350000000000e-04  3.123920197354e+13  1.012116408311e+20  2.851921921587e+03  2.442543006065e-01  0.000000000000e+00  0.000000000000e+00 
 1.400000000000e-04  3.793975824158e+13  1.028111134958e+20  2.758752638872e+03  2.517740959588e-01  0.000000000000e+00  0.000000000000e+00 
 1.450000000000e-04  4.561042433257e+13  1.043581492093e+20  2.668637808559e+03  2.592190680972e-01  0.000000000000e+00  0.000000000000e+00 
 1.500000000000e-04  5.431588235317e+13  1.058544670594e+20  2.581477293788e+03  2.665899615251e-01  0.000000000000e+00  0.000000000000e+00 
 1.550000000000e-04  6.411550864881e+13  1.073017297755e+20  2.497174240576e+03  2.738875133380e-01  0.000000000000e+00  0.000000000000e+00 
 1.600000000000e-04  7.506215364051e+13  1.087015455762e+20  2.415634970189e+03  2.811124532970e-01  0.000000000000e+00  0.000000000000e+00 
 1.650000000000e-04  8.720095868067e+13  1.100554699562e+20  2.336768875050e+03  2.882655039024e-01  0.000000000000e+00  0.000000000000e+00 
 1.700000000000e-04  1.005682328324e+14  1.113650074155e+20  2.260488318048e+03  2.953473804650e-01  0.000000000000e+00  0.000000000000e+00 
 1.750000000000e-04  1.151904120997e+14  1.126316131302e+20  2.186708535163e+03  3.023587911785e-01  0.000000000000e+00  0.000000000000e+00 
 1.800000000000e-04  1.310831227228e+14  1.138566945705e+20  2.115347541266e+03  3.093004371897e-01  0.000000000000e+00  0.000000000000e+00 
 1.850000000000e-04  1.482503687216e+14  1.150416130640e+20  2.046326039023e+03  3.161730126690e-01  0.000000000000e+00  0.000000000000e+00 
 1.900000000000e-04  1.666838619431e+14  1.161876853086e+20  1.979567330774e+03  3.229772048798e-01  0.000000000000e+00  0.000000000000e+00 
 1.950000000000e-04  1.863625104887e+14  1.172961848359e+20  1.914997233308e+03  3.297136942468e-01  0.000000000000e+00  0.000000000000e+00 
 2.000000000000e-04  2.072520786240e+14  1.183683434261e+20  1.852543995429e+03  3.363831544247e-01  0.000000000000e+00  0.000000000000e+00 
 2.050000000000e-04  2.293050281617e+14  1.194053524768e+20  1.792138218225e+03  3.429862523650e-01  0.000000000000e+00  0.000000000000e+00 
